1,98,-0.4759358289,"Seasonal Fashion, Day, Footwear, Red"
5,10,-0.1666666667,"Basic, Career, Print/Pattern, Blue"
7,35,-0.406779661,"Basic, Day, Footwear, Black"
8,1,-0.5,"Seasonal Fashion, Day, Footwear, Purple"
9,3,-0.25,"Seasonal Basics, Accessories, Solid, Orange"
10,9,0.5,"Accessories, Special Occasion, Accessories, Pink"
12,2,-0.3333333333,"Basic, Career, Footwear, Red"
13,256,0.8962962963,"Seasonal Basics, Accessories, Solid, Orange"
24,41,-0.7191780822,"Basic, Career, Tonal, Brown"
29,200,-0.2882562278,"Basic, Day, Footwear, Red"
31,56,-0.2328767123,"Basic, Day, Footwear, Green"
32,20,1.222222222,"Accessories, Special Occasion, Accessories, Pink"
34,29,-0.1714285714,"Basic, Career, Footwear, General"
35,951,0.06853932584,"Basic, Career, Print/Pattern, Beige"
39,628,0.3505376344,"Footwear, Career, Footwear, Brown"
42,101,-0.7038123167,"Basic, Career, Tonal, Brown"
50,1,-0.8333333333,"Seasonal Fashion, Weekend, Tonal, White"
51,351,0.2717391304,"Basic, Career, Footwear, Accessories"
60,11,-0.1538461538,"Basic, Career, Footwear, Yellow"
71,409,1.310734463,"Accessories, Special Occasion, Accessories, Pink"
73,3,2,"Seasonal Fashion, Day, Print/Pattern, Beige"
74,6,-0.4,"Accessories, Special Occasion, Accessories, Pink"
82,22,-0.4210526316,"Seasonal Basics, Accessories, Solid, Orange"
86,23,1.555555556,"Seasonal Basics, Accessories, Solid, Orange"
87,1,0,"Seasonal Fashion, Career, Tonal, Brown"
91,102,-0.6421052632,"Basic, Career, Footwear, Black"
93,197,0.5153846154,"Basic, Career, Footwear, White"
94,3,-0.8125,"Seasonal Fashion, Weekend, Footwear, Purple"
96,351,-0.1837209302,"Fashion, Career, Footwear, Beige"
97,1,-0.5,"Basic, Day, Footwear, White"
99,24,-0.6417910448,"Footwear, Career, Footwear, Brown"
103,450,0.02040816327,"Basic, Career, Footwear, White"
104,2,-0.6,"Basic, Day, Print/Pattern, Beige"
106,223,0.08780487805,"Fashion, Casual, Footwear, Green"
111,8,-0.3333333333,"Footwear, Career, Footwear, Green"
117,20,-0.04761904762,"Fashion, Career, Footwear, Green"
118,620,0.9558359621,"Seasonal Fashion, Career, Footwear, Brown"
121,1,-0.5,"Seasonal Fashion, Weekend, Footwear, Green"
126,173,0.4537815126,"Accessories, Special Occasion, Accessories, Pink"
130,3,-0.25,"Basic, Day, Footwear, Green"
136,379,-0.3315696649,"Basic, Day, Footwear, Brown"
139,37,-0.5595238095,"Accessories, Special Occasion, Accessories, Pink"
148,39,-0.585106383,"Basic, Day, Footwear, Blue"
153,1,-0.5,"Basic, Career, Footwear, General"
155,72,-0.8378378378,"Basic, Day, Footwear, Brown"
157,14,-0.06666666667,"Accessories, Special Occasion, Accessories, Pink"
160,2,0,"Accessories, Special Occasion, Accessories, Pink"
162,14,0.07692307692,"Basic, Career, Footwear, Blue"
163,4,0.3333333333,"Seasonal Fashion, Career, Print/Pattern, Black"
165,3,-0.8846153846,"Seasonal Basics, Accessories, Solid, Orange"
173,2,-0.7142857143,"Basic, Career, Print/Pattern, Beige"
175,1,-0.8,"Basic, Day, Print/Pattern, Beige"
176,432,-0.595126523,"Seasonal Basics, Accessories, Solid, Orange"
180,34,-0.2916666667,"Seasonal Fashion, Career, Print/Pattern, Brown"
181,670,0.3842975207,"Basic, Casual, Footwear, Brown"
184,945,-0.04833836858,"Seasonal Fashion, Career, Footwear, Beige"
189,134,-0.407079646,"Basic, Day, Footwear, Grey"
190,1,-0.6666666667,"Basic, Day, Tonal, Red"
193,32,-0.744,"Basic, Career, Footwear, Beige"
202,1,-0.5,"Footwear, Career, Footwear, Green"
204,25,0.04166666667,"Seasonal Fashion, Career, Print/Pattern, Red"
205,45,-0.3835616438,"Footwear, Career, Footwear, Brown"
206,13,-0.8142857143,"Basic, Career, Footwear, General"
209,17,0.3076923077,"Accessories, Special Occasion, Accessories, Pink"
210,75,-0.7524752475,"Footwear, Day, Footwear, Red"
213,2,-0.75,"Seasonal Fashion, Weekend, Print/Pattern, Beige"
216,186,-0.4804469274,"Seasonal Fashion, Career, Print/Pattern, White"
218,2,-0.6,"Basic, Career, Print/Pattern, Blue"
222,5,-0.7619047619,"Footwear, Casual, Footwear, Green"
224,183,-0.2245762712,"Basic, Career, Print/Pattern, Blue"
227,5,-0.6875,"Basic, Career, Print/Pattern, White"
229,43,-0.2037037037,"Accessories, Special Occasion, Accessories, Pink"
230,4,-0.6923076923,"Accessories, Special Occasion, Accessories, Pink"
236,23,-0.3428571429,"Seasonal Fashion, Career, Print/Pattern, Beige"
242,4,-0.6,"Seasonal Fashion, Day, Footwear, Black"
244,246,-0.7781785392,"Basic, Day, Tonal, Red"
246,7,0.4,"Seasonal Fashion, Career, Footwear, Red"
250,1,0,"Basic, Day, Print/Pattern, Beige"
253,16,-0.8202247191,"Seasonal Basics, Accessories, Solid, Orange"
258,1,-0.6666666667,"Basic, Day, Footwear, White"
259,1,-0.8,"Basic, Career, Print/Pattern, Blue"
260,17,-0.1904761905,"Basic, Day, Footwear, White"
263,78,-0.2040816327,"Basic, Career, Print/Pattern, Beige"
269,1,0,"Footwear, Casual, Footwear, Red"
274,9,-0.4,"Seasonal Fashion, Day, Footwear, Green"
275,7,-0.5333333333,"Seasonal Fashion, Career, Print/Pattern, Green"
281,24,-0.6307692308,"Seasonal Fashion, Career, Footwear, Footwear"
282,419,-0.399713467,"Basic, Career, Tonal, Red"
286,29,-0.5245901639,"Footwear, Career, Print/Pattern, Red"
287,1,-0.5,"Seasonal Basics, Accessories, Solid, Orange"
291,41,-0.3387096774,"Seasonal Fashion, Weekend, Footwear, Green"
293,8,-0.7575757576,"Basic, Career, Footwear, Grey"
301,47,-0.04081632653,"Seasonal Fashion, Career, Footwear, Brown"
302,16,-0.6444444444,"Fashion, Career, Footwear, General"
303,670,-0.01759530792,"Basic, Day, Print/Pattern, Red"
305,272,-0.4592445328,"Seasonal Basics, Accessories, Solid, Orange"
307,107,1.972222222,"Seasonal Fashion, Career, Tonal, Red"
311,202,-0.3952095808,"Seasonal Basics, Accessories, Solid, Orange"
312,5,-0.6428571429,"Basic, Day, Print/Pattern, White"
313,220,-0.3696275072,"Basic, Career, Footwear, White"
316,1,-0.8333333333,"Footwear, Career, Footwear, Yellow"
319,179,0.5431034483,"Seasonal Basics, Accessories, Solid, Orange"
322,151,-0.5710227273,"Accessories, Special Occasion, Accessories, Pink"
325,117,0.4625,"Basic, Career, Footwear, Green"
328,1,-0.9166666667,"Seasonal Fashion, Career, Footwear, Green"
331,463,0.08430913349,"Footwear, Career, Footwear, Purple"
335,3,-0.25,"Seasonal Fashion, Weekend, Print/Pattern, Red"
339,153,0.7586206897,"Accessories, Special Occasion, Accessories, Pink"
340,574,0.1595959596,"Footwear, Career, Footwear, Blue"
344,9,-0.1818181818,"Basic, Career, Print/Pattern, Yellow"
349,278,-0.3268765133,"Seasonal Fashion, Career, Footwear, White"
351,72,-0.5714285714,"Footwear, Career, Tonal, Red"
357,5,0,"Seasonal Basics, Accessories, Solid, Orange"
371,2,-0.6,"Basic, Day, Footwear, Blue"
372,4,1,"Basic, Career, Footwear, Yellow"
374,155,0.09929078014,"Seasonal Basics, Accessories, Solid, Orange"
375,296,-0.2189973615,"Accessories, Special Occasion, Accessories, Pink"
382,28,-0.125,"Seasonal Fashion, Career, Footwear, Green"
383,5,-0.5,"Footwear, Career, Footwear, Brown"
385,212,0.4228187919,"Basic, Career, Footwear, Brown"
387,138,-0.08,"Basic, Day, Footwear, Red"
391,15,-0.6808510638,"Seasonal Fashion, Career, Footwear, Blue"
395,2,1,"Seasonal Fashion, Career, Footwear, Green"
397,3,2,"Basic, Career, Footwear, Blue"
411,710,0.02305475504,"Basic, Day, Footwear, Blue"
414,10,-0.8550724638,"Accessories, Special Occasion, Accessories, Pink"
416,9,-0.1,"Seasonal Fashion, Career, Footwear, General"
420,49,-0.234375,"Seasonal Fashion, Career, Print/Pattern, Green"
421,16,-0.3846153846,"Accessories, Special Occasion, Accessories, Pink"
422,735,0.1629746835,"Basic, Career, Print/Pattern, Brown"
424,12,-0.5555555556,"Accessories, Special Occasion, Accessories, Pink"
427,451,-0.359375,"Seasonal Fashion, Day, Print/Pattern, Accessories"
428,347,0.05792682927,"Footwear, Day, Footwear, General"
436,15,-0.1176470588,"Footwear, Career, Footwear, Green"
443,21,0.75,"Basic, Career, Footwear, Red"
445,3,-0.5714285714,"Basic, Day, Footwear, Blue"
446,39,-0.22,"Footwear, Day, Footwear, White"
450,13,-0.6060606061,"Accessories, Special Occasion, Accessories, Pink"
456,296,-0.075,"Basic, Career, Tonal, General"
457,137,-0.2346368715,"Footwear, Career, Footwear, Accessories"
464,345,3.107142857,"Seasonal Fashion, Career, Tonal, Grey"
466,5,0,"Basic, Day, Footwear, Green"
468,1,0,"Seasonal Fashion, Career, Print/Pattern, Beige"
470,747,0.0375,"Fashion, Day, Footwear, General"
472,2,-0.8,"Seasonal Fashion, Day, Footwear, Red"
473,714,0.1685761047,"Basic, Casual, Footwear, Green"
474,1,-0.5,"Basic, Day, Footwear, Purple"
479,7,-0.125,"Footwear, Career, Footwear, Beige"
482,1,-0.6666666667,"Seasonal Fashion, Career, Footwear, Blue"
487,5,0.25,"Basic, Day, Footwear, General"
489,2,0,"Accessories, Special Occasion, Accessories, Pink"
490,109,0.1473684211,"Basic, Day, Footwear, Purple"
491,250,-0.2897727273,"Footwear, Day, Footwear, Brown"
500,17,0.1333333333,"Footwear, Day, Footwear, General"
501,5,1.5,"Basic, Career, Print/Pattern, General"
503,2,0,"Basic, Career, Print/Pattern, Red"
504,1818,0.2063702721,"Footwear, Career, Footwear, Accessories"
506,22,-0.6507936508,"Footwear, Career, Footwear, White"
508,217,0.05853658537,"Basic, Day, Footwear, Red"
511,67,-0.3963963964,"Seasonal Basics, Accessories, Solid, Orange"
515,1,-0.75,"Seasonal Fashion, Day, Footwear, Red"
516,525,0.1437908497,"Seasonal Fashion, Career, Footwear, Green"
518,5,1.5,"Accessories, Special Occasion, Accessories, Pink"
519,26,0.1304347826,"Seasonal Basics, Accessories, Solid, Orange"
523,1,-0.5,"Footwear, Day, Footwear, Brown"
526,16,0.06666666667,"Seasonal Basics, Accessories, Solid, Orange"
528,1,0,"Basic, Career, Footwear, Green"
530,257,0.8357142857,"Basic, Career, Tonal, General"
534,24,-0.4545454545,"Footwear, Career, Footwear, Beige"
540,222,-0.5934065934,"Basic, Career, Print/Pattern, Beige"
544,625,-0.05873493976,"Footwear, Day, Footwear, Purple"
545,1,-0.8571428571,"Basic, Career, Footwear, Green"
549,1,-0.8571428571,"Seasonal Fashion, Career, Footwear, White"
550,238,-0.2013422819,"Basic, Career, Tonal, Brown"
555,693,-0.0348189415,"Fashion, Career, Footwear, Accessories"
559,5,-0.6875,"Footwear, Career, Print/Pattern, Footwear"
560,1,-0.9166666667,"Basic, Casual, Footwear, Green"
567,207,0.156424581,"Basic, Career, Footwear, Grey"
571,43,-0.5376344086,"Seasonal Fashion, Weekend, Footwear, Accessories"
573,2,-0.75,"Basic, Career, Footwear, White"
578,8,-0.3333333333,"Seasonal Fashion, Day, Footwear, Brown"
585,3,-0.75,"Seasonal Basics, Accessories, Solid, Orange"
586,1,-0.5,"Basic, Day, Footwear, General"
590,7,6,"Accessories, Special Occasion, Accessories, Pink"
591,25,-0.3421052632,"Basic, Career, Footwear, Green"
595,128,17.28571429,"Seasonal Basics, Accessories, Solid, Orange"
598,2,-0.6,"Accessories, Special Occasion, Accessories, Pink"
599,4,-0.5,"Seasonal Fashion, Career, Tonal, Brown"
615,169,-0.3346456693,"Seasonal Basics, Accessories, Solid, Orange"
616,876,0.2604316547,"Basic, Day, Print/Pattern, Red"
618,1,-0.75,"Seasonal Fashion, Weekend, Tonal, Yellow"
620,30,-0.9491525424,"Basic, Career, Print/Pattern, Brown"
621,1,-0.5,"Seasonal Fashion, Career, Footwear, Brown"
624,1,-0.5,"Seasonal Fashion, Day, Print/Pattern, Beige"
630,395,0.3210702341,"Footwear, Career, Footwear, General"
631,16,-0.1111111111,"Basic, Career, Tonal, Brown"
632,5,-0.6666666667,"Basic, Day, Footwear, Green"
